establishment_id,name,state,district,industry_sector,hazardous_process,worker_count,contract_worker_ratio,female_worker_ratio,wage_violation_count,ot_violation_count,deduction_violation_count,missing_register_count,ghost_worker_count,uncompensated_worker_count,disbursement_mismatch_count,inspection_history_violations,grievance_complaint_count,ground_truth_risk_score,ground_truth_inspection_priority
EST-0163,Premier Synthetics Ltd,Tamil Nadu,Coimbatore,Automobile & Auto Components,True,43,0.663,0.171,0,0,0,0,1,0,0,0,0,45.3,MEDIUM
EST-0164,Shree Fabrics & Garments,Uttar Pradesh,Noida,Chemical & Hazardous Processing,True,162,0.48,0.167,0,5,1,0,0,0,0,2,0,98.5,HIGH
EST-0165,Bharat Components India,Maharashtra,Thane,Automobile & Auto Components,False,226,0.622,0.244,0,0,0,0,0,0,0,0,0,38.5,LOW
EST-0166,Shree Fabrics & Garments,Karnataka,Bengaluru Urban,Construction & Infrastructure,True,113,0.63,0.12,0,1,1,0,0,0,0,0,0,73.3,HIGH
EST-0167,Vanguard Components India,Gujarat,Vadodara,"Textile, Garments & Apparel",False,48,0.403,0.57,1,0,0,0,0,0,0,0,0,56.3,MEDIUM
EST-0168,Kalyan Engineering Works,Uttar Pradesh,Noida,Automobile & Auto Components,False,305,0.693,0.27,0,0,0,0,0,0,0,0,0,37.3,LOW
EST-0169,Premier Manufacturing Corp,Karnataka,Bengaluru Urban,"Textile, Garments & Apparel",False,158,0.501,0.415,3,0,0,2,0,0,0,0,1,81.6,HIGH
EST-0170,Zenith Components India,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,False,115,0.667,0.205,2,0,0,0,0,0,0,1,0,47.9,MEDIUM
EST-0171,Pinnacle Enterprises Pvt Ltd,Tamil Nadu,Sriperumbudur,Construction & Infrastructure,True,77,0.383,0.239,1,0,3,0,0,0,1,0,0,94.8,HIGH
EST-0172,Premier Processing Co.,Maharashtra,Thane,"Textile, Garments & Apparel",False,155,0.469,0.653,0,0,0,0,0,0,0,0,0,41.8,LOW
EST-0173,Apex Enterprises Pvt Ltd,Haryana,Panipat,Food Processing & Agro Industries,False,14,0.271,0.179,0,0,0,0,0,0,0,0,0,32.7,LOW
EST-0174,Shakti Manufacturing Corp,Karnataka,Peenya,Automobile & Auto Components,False,17,0.227,0.052,0,0,0,0,0,0,0,0,0,34.3,LOW
EST-0175,Shakti Fabrics & Garments,Maharashtra,Thane,"Textile, Garments & Apparel",False,38,0.554,0.593,0,1,0,0,0,0,0,0,0,53.9,MEDIUM
EST-0176,Vanguard Processing Co.,Maharashtra,Thane,Warehousing & Supply Chain Logistics,False,24,0.608,0.167,0,0,0,0,0,0,0,0,0,41.8,LOW
EST-0177,Navkar Industries Ltd.,Haryana,Gurugram,Food Processing & Agro Industries,False,117,0.561,0.23,0,0,0,0,0,0,0,0,0,30.7,LOW
EST-0178,Shree Enterprises Pvt Ltd,Karnataka,Bengaluru Urban,Automobile & Auto Components,False,106,0.368,0.339,0,0,0,0,0,0,0,0,0,35.1,LOW
EST-0179,Swastik Processing Co.,Gujarat,Surat,Food Processing & Agro Industries,False,412,0.364,0.085,1,0,0,0,0,0,0,1,0,45.5,MEDIUM
EST-0180,Pinnacle Enterprises Pvt Ltd,Maharashtra,Thane,Construction & Infrastructure,True,89,0.5,0.329,2,0,0,0,0,0,0,0,0,85.6,HIGH
EST-0181,Bharat Industries Ltd.,Haryana,Panipat,Food Processing & Agro Industries,False,182,0.68,0.105,0,0,0,0,0,0,0,0,0,32.9,LOW
EST-0182,Hindustan Processing Co.,Tamil Nadu,Coimbatore,Construction & Infrastructure,True,122,0.58,0.131,0,0,0,0,0,0,0,0,0,65.6,MEDIUM
EST-0183,Vanguard Enterprises Pvt Ltd,Karnataka,Peenya,Warehousing & Supply Chain Logistics,False,421,0.68,0.176,3,0,0,0,0,0,0,0,0,68.2,MEDIUM
EST-0184,Hindustan Processing Co.,Gujarat,Surat,Construction & Infrastructure,True,131,0.622,0.155,0,1,0,0,0,0,0,0,0,73.2,HIGH
EST-0185,Kalyan Fabrics & Garments,Haryana,Panipat,Automobile & Auto Components,False,24,0.523,0.171,0,0,0,0,0,0,0,1,0,41.2,LOW
EST-0186,Premier Components India,Gujarat,Vadodara,Warehousing & Supply Chain Logistics,True,39,0.735,0.079,0,0,0,0,0,0,0,2,0,47.1,MEDIUM
EST-0187,Navkar Processing Co.,Tamil Nadu,Sriperumbudur,"Textile, Garments & Apparel",False,100,0.231,0.589,0,0,0,0,0,0,0,0,0,45.5,MEDIUM
EST-0188,Navkar Synthetics Ltd,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,True,78,0.395,0.091,1,0,0,0,0,0,0,0,0,49.3,MEDIUM
EST-0189,Sterling Engineering Works,Maharashtra,Pune,Food Processing & Agro Industries,False,60,0.273,0.129,0,1,0,0,0,0,0,1,0,42.5,LOW
EST-0190,Shree Manufacturing Corp,Haryana,Gurugram,"Textile, Garments & Apparel",False,72,0.59,0.408,0,0,0,0,0,0,0,0,0,45.0,MEDIUM
EST-0191,Apex Synthetics Ltd,Gujarat,Vadodara,Construction & Infrastructure,True,40,0.602,0.342,0,6,7,0,0,0,0,2,1,98.5,HIGH
EST-0192,Hindustan Fabrics & Garments,Uttar Pradesh,Kanpur,Automobile & Auto Components,False,78,0.216,0.288,0,0,2,0,0,0,0,0,0,42.2,LOW
EST-0193,Zenith Processing Co.,Maharashtra,Thane,"Textile, Garments & Apparel",False,17,0.238,0.444,4,0,0,0,0,0,0,0,1,83.9,HIGH
EST-0194,Navkar Processing Co.,Haryana,Panipat,Food Processing & Agro Industries,False,46,0.416,0.216,0,0,0,0,0,0,0,1,0,36.2,LOW
EST-0195,Shree Components India,Tamil Nadu,Sriperumbudur,Chemical & Hazardous Processing,True,19,0.265,0.079,0,3,0,0,0,0,0,0,0,78.7,HIGH
EST-0196,Vanguard Enterprises Pvt Ltd,Maharashtra,Pune,Chemical & Hazardous Processing,True,202,0.245,0.288,1,1,0,0,0,0,0,0,0,75.8,HIGH
EST-0197,Zenith Components India,Karnataka,Peenya,Warehousing & Supply Chain Logistics,False,378,0.602,0.288,0,1,0,0,0,0,0,0,0,55.0,MEDIUM
EST-0198,Shakti Synthetics Ltd,Gujarat,Vadodara,Construction & Infrastructure,True,116,0.792,0.184,2,0,0,0,0,0,0,1,0,82.2,HIGH
EST-0199,Swastik Manufacturing Corp,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,True,27,0.343,0.505,0,0,0,0,0,0,0,0,0,26.6,LOW
EST-0200,Navkar Industries Ltd.,Maharashtra,Thane,Food Processing & Agro Industries,True,180,0.208,0.175,0,0,1,0,0,0,0,0,0,31.3,LOW
EST-0201,Surya Synthetics Ltd,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,True,81,0.554,0.201,0,0,1,0,0,0,0,0,0,35.5,LOW
EST-0202,Tata Engineering Works,Haryana,Panipat,Construction & Infrastructure,True,48,0.815,0.16,0,2,0,0,0,0,0,2,0,82.9,HIGH
EST-0203,Surya Enterprises Pvt Ltd,Uttar Pradesh,Noida,Chemical & Hazardous Processing,True,29,0.346,0.128,2,1,1,0,0,0,1,0,0,97.2,HIGH
EST-0204,Kalyan Fabrics & Garments,Maharashtra,Pune,Automobile & Auto Components,False,64,0.546,0.076,4,0,0,1,0,0,0,0,0,71.4,HIGH
EST-0205,Apex Fabrics & Garments,Karnataka,Bengaluru Urban,Chemical & Hazardous Processing,True,91,0.2,0.122,5,0,0,0,0,0,0,0,0,98.5,HIGH
EST-0206,Shakti Manufacturing Corp,Karnataka,Bengaluru Urban,"Textile, Garments & Apparel",False,137,0.24,0.694,0,3,0,0,0,0,0,0,0,64.9,MEDIUM
EST-0207,Tata Enterprises Pvt Ltd,Tamil Nadu,Coimbatore,Electronics & Precision Fabrication,False,121,0.253,0.564,0,0,0,0,0,0,0,0,0,28.4,LOW
EST-0208,Tata Engineering Works,Haryana,Gurugram,"Textile, Garments & Apparel",False,79,0.554,0.533,1,0,0,0,0,0,0,0,0,56.1,MEDIUM
EST-0209,Kalyan Industries Ltd.,Maharashtra,Pune,"Textile, Garments & Apparel",False,96,0.257,0.69,0,0,0,0,0,0,0,0,0,46.8,MEDIUM
EST-0210,Surya Components India,Maharashtra,Thane,"Textile, Garments & Apparel",False,64,0.618,0.488,0,0,0,0,0,0,0,0,0,44.1,LOW
EST-0211,Zenith Components India,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,True,87,0.448,0.065,2,0,0,0,0,0,0,0,0,49.5,MEDIUM
EST-0212,Vanguard Engineering Works,Karnataka,Peenya,Construction & Infrastructure,True,104,0.384,0.236,0,0,0,0,0,1,0,0,0,77.7,HIGH
EST-0213,Shree Industries Ltd.,Gujarat,Surat,Chemical & Hazardous Processing,True,40,0.495,0.275,0,0,3,0,0,0,0,0,0,72.0,HIGH
EST-0214,Shakti Engineering Works,Gujarat,Surat,Chemical & Hazardous Processing,True,170,0.473,0.346,1,1,0,0,0,0,0,0,0,71.9,HIGH
EST-0215,Navkar Engineering Works,Karnataka,Peenya,"Textile, Garments & Apparel",False,100,0.68,0.596,0,0,1,0,0,0,0,0,0,48.7,MEDIUM
EST-0216,Bharat Manufacturing Corp,Uttar Pradesh,Kanpur,Food Processing & Agro Industries,False,265,0.215,0.31,0,0,0,0,0,0,0,0,0,36.4,LOW
EST-0217,Bharat Engineering Works,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,False,96,0.275,0.21,1,0,0,0,0,0,0,0,0,41.5,LOW
EST-0218,Navkar Engineering Works,Gujarat,Vadodara,Construction & Infrastructure,True,85,0.376,0.29,0,0,0,0,0,0,0,1,0,65.8,MEDIUM
EST-0219,Surya Engineering Works,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,False,149,0.471,0.19,0,0,0,0,0,0,0,0,0,38.2,LOW
EST-0220,Premier Enterprises Pvt Ltd,Gujarat,Vadodara,Electronics & Precision Fabrication,True,54,0.197,0.73,0,0,0,0,0,0,0,0,0,28.2,LOW
EST-0221,Kalyan Industries Ltd.,Maharashtra,Pune,Automobile & Auto Components,False,30,0.576,0.109,0,0,2,0,0,0,0,0,0,41.8,LOW
EST-0222,Premier Processing Co.,Gujarat,Surat,Warehousing & Supply Chain Logistics,False,49,0.579,0.25,0,0,0,0,0,0,0,1,0,44.8,LOW
EST-0223,Hindustan Components India,Tamil Nadu,Coimbatore,Food Processing & Agro Industries,False,39,0.447,0.214,0,0,0,0,0,0,0,0,0,30.4,LOW
EST-0224,Shree Processing Co.,Tamil Nadu,Sriperumbudur,"Textile, Garments & Apparel",False,20,0.307,0.609,0,0,0,0,0,0,0,0,0,42.1,LOW
EST-0225,Bharat Manufacturing Corp,Karnataka,Peenya,Electronics & Precision Fabrication,False,125,0.552,0.505,0,0,0,0,0,0,0,0,0,25.7,LOW
EST-0226,Kalyan Manufacturing Corp,Karnataka,Peenya,Food Processing & Agro Industries,False,63,0.544,0.102,1,0,0,0,0,0,0,0,0,35.7,LOW
EST-0227,Shakti Manufacturing Corp,Haryana,Panipat,Warehousing & Supply Chain Logistics,False,14,0.439,0.104,0,0,0,0,0,0,0,0,0,37.9,LOW
EST-0228,Shakti Synthetics Ltd,Karnataka,Bengaluru Urban,Chemical & Hazardous Processing,True,78,0.4,0.134,1,0,1,0,0,0,0,0,0,74.1,HIGH
EST-0229,Pinnacle Industries Ltd.,Karnataka,Peenya,Automobile & Auto Components,False,74,0.632,0.327,0,0,0,0,0,0,0,0,0,36.0,LOW
EST-0230,Shree Manufacturing Corp,Gujarat,Surat,Construction & Infrastructure,True,86,0.473,0.228,1,0,1,0,0,0,0,0,0,82.0,HIGH
EST-0231,Delta Components India,Tamil Nadu,Coimbatore,Electronics & Precision Fabrication,False,136,0.383,0.625,0,0,0,0,0,0,0,0,0,25.3,LOW
EST-0232,Kalyan Processing Co.,Haryana,Gurugram,Warehousing & Supply Chain Logistics,False,38,0.418,0.209,0,0,0,0,0,0,0,0,0,42.4,LOW
EST-0233,Kalyan Processing Co.,Gujarat,Surat,Warehousing & Supply Chain Logistics,False,398,0.581,0.104,0,0,0,0,0,0,0,0,0,41.2,LOW
EST-0234,Tata Enterprises Pvt Ltd,Maharashtra,Thane,Automobile & Auto Components,False,114,0.2,0.34,0,0,0,0,0,0,0,0,0,38.4,LOW
EST-0235,Shakti Synthetics Ltd,Gujarat,Surat,Electronics & Precision Fabrication,False,16,0.266,0.47,0,0,0,0,0,0,0,0,0,23.1,LOW
EST-0236,Shree Fabrics & Garments,Maharashtra,Pune,Automobile & Auto Components,True,80,0.239,0.167,1,0,0,0,0,0,0,0,0,42.6,LOW
EST-0237,Delta Enterprises Pvt Ltd,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,False,368,0.441,0.432,0,0,0,0,0,0,0,0,0,27.5,LOW
EST-0238,Hindustan Synthetics Ltd,Uttar Pradesh,Kanpur,Construction & Infrastructure,True,68,0.327,0.288,0,4,0,0,0,0,0,1,0,90.7,HIGH
EST-0239,Premier Manufacturing Corp,Uttar Pradesh,Noida,Warehousing & Supply Chain Logistics,True,128,0.9,0.236,2,1,0,0,0,0,1,0,0,67.5,MEDIUM
EST-0240,Pinnacle Components India,Tamil Nadu,Sriperumbudur,Construction & Infrastructure,False,92,0.694,0.086,0,0,0,0,0,0,0,0,0,65.9,MEDIUM
EST-0241,Delta Enterprises Pvt Ltd,Tamil Nadu,Coimbatore,Automobile & Auto Components,False,14,0.32,0.112,0,0,0,0,0,0,0,0,0,35.0,LOW
EST-0242,Navkar Synthetics Ltd,Maharashtra,Thane,Warehousing & Supply Chain Logistics,True,62,0.557,0.112,0,3,0,0,1,0,0,0,0,73.1,HIGH
EST-0243,Hindustan Industries Ltd.,Haryana,Panipat,Automobile & Auto Components,True,182,0.582,0.148,0,0,0,0,0,0,0,0,0,34.9,LOW
EST-0244,Tata Processing Co.,Haryana,Gurugram,"Textile, Garments & Apparel",False,38,0.377,0.411,0,0,0,0,0,0,0,0,0,42.3,LOW
EST-0245,Zenith Engineering Works,Uttar Pradesh,Noida,Food Processing & Agro Industries,False,12,0.628,0.224,0,0,0,2,0,0,0,0,0,37.8,LOW
EST-0246,Hindustan Processing Co.,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,False,80,0.595,0.484,0,1,0,0,0,0,0,0,0,28.1,LOW
EST-0247,Zenith Synthetics Ltd,Uttar Pradesh,Kanpur,Construction & Infrastructure,True,152,0.552,0.139,0,0,0,0,0,0,0,0,0,63.7,MEDIUM
EST-0248,Sterling Industries Ltd.,Maharashtra,Pune,Food Processing & Agro Industries,False,33,0.332,0.263,4,0,0,0,0,0,0,1,0,66.8,MEDIUM
EST-0249,Shakti Fabrics & Garments,Gujarat,Surat,Food Processing & Agro Industries,False,28,0.415,0.298,0,0,0,0,0,0,0,1,0,30.7,LOW
EST-0250,Navkar Enterprises Pvt Ltd,Haryana,Gurugram,"Textile, Garments & Apparel",False,37,0.458,0.503,0,0,0,0,0,0,0,1,0,46.9,MEDIUM
EST-0251,Pinnacle Components India,Karnataka,Bengaluru Urban,Warehousing & Supply Chain Logistics,False,113,0.471,0.187,0,0,0,0,0,0,0,1,0,41.2,LOW
EST-0252,Zenith Manufacturing Corp,Gujarat,Surat,Construction & Infrastructure,False,125,0.712,0.121,0,0,0,0,0,0,0,0,0,62.3,MEDIUM
EST-0253,Bharat Components India,Gujarat,Surat,Automobile & Auto Components,False,93,0.273,0.327,0,0,0,0,0,0,0,0,0,33.6,LOW
EST-0254,Tata Engineering Works,Karnataka,Peenya,Warehousing & Supply Chain Logistics,True,473,0.273,0.343,1,0,0,0,0,0,0,0,0,49.6,MEDIUM
EST-0255,Navkar Processing Co.,Gujarat,Vadodara,Chemical & Hazardous Processing,False,148,0.622,0.092,0,0,0,0,0,1,0,0,0,66.7,MEDIUM
EST-0256,Swastik Components India,Haryana,Gurugram,Warehousing & Supply Chain Logistics,False,33,0.541,0.198,0,1,0,0,0,0,0,0,0,49.3,MEDIUM
EST-0257,Bharat Enterprises Pvt Ltd,Uttar Pradesh,Noida,"Textile, Garments & Apparel",False,174,0.521,0.49,0,0,0,0,0,0,0,0,0,42.2,LOW
EST-0258,Surya Synthetics Ltd,Haryana,Panipat,Warehousing & Supply Chain Logistics,False,41,0.338,0.078,0,0,0,0,0,0,0,0,0,41.5,LOW
EST-0259,Sterling Manufacturing Corp,Maharashtra,Thane,Food Processing & Agro Industries,False,56,0.316,0.234,0,0,0,0,0,0,0,0,0,26.6,LOW
EST-0260,Delta Synthetics Ltd,Tamil Nadu,Coimbatore,Automobile & Auto Components,False,52,0.465,0.307,0,0,1,0,0,0,0,0,0,42.3,LOW
EST-0261,Apex Processing Co.,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,True,38,0.401,0.112,0,0,2,0,0,0,0,0,0,41.8,LOW
EST-0262,Shree Enterprises Pvt Ltd,Tamil Nadu,Sriperumbudur,Food Processing & Agro Industries,False,583,0.655,0.051,0,0,0,0,0,0,0,0,0,31.9,LOW
EST-0263,Shakti Engineering Works,Gujarat,Vadodara,Construction & Infrastructure,False,84,0.459,0.158,1,0,0,0,0,0,0,0,0,77.4,HIGH
EST-0264,Shree Processing Co.,Haryana,Gurugram,"Textile, Garments & Apparel",True,224,0.592,0.637,0,0,0,0,0,0,0,0,0,42.6,LOW
EST-0265,Vanguard Components India,Haryana,Gurugram,Automobile & Auto Components,False,128,0.378,0.17,0,0,0,0,0,0,0,0,0,31.9,LOW
EST-0266,Delta Engineering Works,Gujarat,Surat,Construction & Infrastructure,True,101,0.679,0.096,0,0,0,0,0,0,0,0,0,64.9,MEDIUM
EST-0267,Pinnacle Industries Ltd.,Gujarat,Surat,Food Processing & Agro Industries,False,24,0.332,0.217,0,1,0,0,0,0,0,0,0,37.3,LOW
EST-0268,Delta Processing Co.,Uttar Pradesh,Noida,Food Processing & Agro Industries,True,90,0.327,0.28,0,0,0,0,0,0,0,0,0,31.0,LOW
EST-0269,Shakti Synthetics Ltd,Haryana,Gurugram,Automobile & Auto Components,True,275,0.353,0.256,0,0,0,0,0,0,0,0,0,39.4,LOW
EST-0270,Delta Industries Ltd.,Maharashtra,Pune,Warehousing & Supply Chain Logistics,False,254,0.696,0.151,0,0,0,0,0,0,0,0,0,47.8,MEDIUM
EST-0271,Tata Fabrics & Garments,Maharashtra,Thane,Electronics & Precision Fabrication,False,50,0.549,0.496,0,0,0,0,1,0,0,0,0,35.5,LOW
EST-0272,Swastik Processing Co.,Haryana,Gurugram,Construction & Infrastructure,False,141,0.729,0.248,0,0,1,0,0,0,0,0,0,71.8,HIGH
EST-0273,Tata Synthetics Ltd,Maharashtra,Pune,Food Processing & Agro Industries,False,75,0.592,0.323,0,0,0,0,0,0,0,0,0,32.4,LOW
EST-0274,Delta Components India,Gujarat,Surat,Construction & Infrastructure,True,24,0.82,0.285,4,0,4,0,0,0,0,0,1,98.5,HIGH
EST-0275,Hindustan Fabrics & Garments,Karnataka,Peenya,Warehousing & Supply Chain Logistics,False,80,0.523,0.292,0,0,0,0,0,0,0,0,0,41.6,LOW
EST-0276,Shakti Processing Co.,Maharashtra,Thane,Chemical & Hazardous Processing,True,40,0.156,0.249,0,0,0,0,0,0,0,0,0,58.9,MEDIUM
EST-0277,Vanguard Processing Co.,Uttar Pradesh,Noida,Automobile & Auto Components,False,13,0.275,0.317,0,0,0,0,0,0,0,1,0,41.6,LOW
EST-0278,Shakti Synthetics Ltd,Haryana,Panipat,Construction & Infrastructure,True,146,0.525,0.058,1,2,0,0,0,0,0,0,1,92.6,HIGH
EST-0279,Shakti Synthetics Ltd,Karnataka,Peenya,Warehousing & Supply Chain Logistics,True,46,0.371,0.075,0,2,0,0,0,0,0,0,0,49.8,MEDIUM
EST-0280,Tata Fabrics & Garments,Maharashtra,Thane,Construction & Infrastructure,True,115,0.684,0.334,2,4,0,0,0,0,0,0,0,98.5,HIGH
EST-0281,Tata Engineering Works,Tamil Nadu,Coimbatore,Construction & Infrastructure,True,127,0.429,0.322,1,0,0,0,0,0,0,0,0,71.5,HIGH
EST-0282,Apex Industries Ltd.,Maharashtra,Thane,Food Processing & Agro Industries,False,59,0.341,0.161,0,0,0,0,0,0,0,0,0,27.1,LOW
EST-0283,Shakti Manufacturing Corp,Gujarat,Vadodara,Warehousing & Supply Chain Logistics,False,48,0.553,0.179,0,2,0,0,0,0,0,0,0,51.9,MEDIUM
EST-0284,Premier Industries Ltd.,Tamil Nadu,Coimbatore,Food Processing & Agro Industries,True,34,0.274,0.182,0,0,1,0,0,0,0,1,0,41.0,LOW
EST-0285,Tata Industries Ltd.,Gujarat,Surat,Food Processing & Agro Industries,False,88,0.189,0.058,0,0,0,0,0,0,0,0,0,27.2,LOW
EST-0286,Delta Processing Co.,Maharashtra,Thane,Construction & Infrastructure,True,105,0.443,0.334,0,0,0,1,0,0,0,0,0,71.0,HIGH
EST-0287,Kalyan Enterprises Pvt Ltd,Karnataka,Bengaluru Urban,Food Processing & Agro Industries,False,68,0.484,0.086,0,1,0,0,0,0,0,0,0,35.9,LOW
EST-0288,Swastik Components India,Haryana,Gurugram,Construction & Infrastructure,True,28,0.527,0.342,0,2,0,0,0,0,0,1,0,79.4,HIGH
EST-0289,Navkar Engineering Works,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,True,85,0.4,0.221,0,1,1,0,0,0,0,1,0,53.4,MEDIUM
EST-0290,Premier Processing Co.,Karnataka,Peenya,Warehousing & Supply Chain Logistics,False,104,0.329,0.082,0,0,0,0,0,0,0,0,0,40.8,LOW
EST-0291,Sterling Components India,Haryana,Panipat,Chemical & Hazardous Processing,True,132,0.236,0.058,0,2,0,0,0,0,0,0,0,68.9,MEDIUM
EST-0292,Premier Processing Co.,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,False,60,0.675,0.264,0,0,0,0,0,0,0,0,0,39.9,LOW
EST-0293,Delta Engineering Works,Karnataka,Peenya,Warehousing & Supply Chain Logistics,False,157,0.41,0.332,1,0,0,0,0,0,0,0,0,49.8,MEDIUM
EST-0294,Kalyan Components India,Tamil Nadu,Coimbatore,Chemical & Hazardous Processing,True,359,0.453,0.135,0,0,0,0,0,0,0,0,0,61.4,MEDIUM
EST-0295,Swastik Synthetics Ltd,Maharashtra,Pune,Chemical & Hazardous Processing,False,111,0.455,0.118,0,0,0,0,0,0,0,0,0,63.2,MEDIUM
EST-0296,Hindustan Industries Ltd.,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,False,246,0.171,0.688,0,0,0,0,0,0,0,0,0,25.0,LOW
EST-0297,Hindustan Manufacturing Corp,Uttar Pradesh,Kanpur,Electronics & Precision Fabrication,True,112,0.423,0.519,0,2,1,0,0,0,0,0,0,41.3,LOW
EST-0298,Sterling Industries Ltd.,Haryana,Gurugram,Construction & Infrastructure,False,56,0.602,0.282,0,3,0,0,0,0,0,0,2,92.4,HIGH
EST-0299,Navkar Synthetics Ltd,Uttar Pradesh,Noida,Warehousing & Supply Chain Logistics,False,41,0.706,0.287,0,0,0,0,0,0,0,0,0,38.7,LOW
EST-0300,Surya Fabrics & Garments,Uttar Pradesh,Kanpur,Warehousing & Supply Chain Logistics,False,34,0.687,0.212,2,0,0,0,0,0,0,1,0,64.5,MEDIUM
EST-0301,Bharat Processing Co.,Haryana,Panipat,Chemical & Hazardous Processing,True,59,0.511,0.295,0,0,0,0,1,0,0,0,0,71.3,HIGH
EST-0302,Shakti Manufacturing Corp,Maharashtra,Thane,Automobile & Auto Components,False,76,0.433,0.129,0,0,0,0,0,0,0,0,0,36.7,LOW
EST-0303,Hindustan Engineering Works,Tamil Nadu,Coimbatore,Warehousing & Supply Chain Logistics,True,76,0.672,0.083,0,0,0,0,1,0,0,0,0,50.4,MEDIUM
EST-0304,Zenith Processing Co.,Gujarat,Surat,"Textile, Garments & Apparel",False,78,0.317,0.446,1,0,0,0,0,0,0,1,0,56.2,MEDIUM
EST-0305,Premier Fabrics & Garments,Maharashtra,Pune,Warehousing & Supply Chain Logistics,False,398,0.461,0.087,0,1,0,0,0,0,0,2,0,56.4,MEDIUM
EST-0306,Tata Engineering Works,Maharashtra,Pune,Chemical & Hazardous Processing,True,92,0.328,0.152,0,0,4,0,0,0,0,1,0,81.2,HIGH
EST-0307,Zenith Industries Ltd.,Haryana,Gurugram,Warehousing & Supply Chain Logistics,True,104,0.294,0.147,2,0,0,0,0,0,0,0,0,53.5,MEDIUM
EST-0308,Shakti Enterprises Pvt Ltd,Haryana,Panipat,Food Processing & Agro Industries,False,78,0.24,0.172,1,3,0,0,0,0,0,2,0,60.5,MEDIUM
EST-0309,Navkar Manufacturing Corp,Haryana,Panipat,Electronics & Precision Fabrication,False,76,0.301,0.579,1,0,0,0,0,0,0,0,0,34.4,LOW
EST-0310,Pinnacle Fabrics & Garments,Gujarat,Vadodara,Warehousing & Supply Chain Logistics,False,30,0.391,0.09,0,0,0,0,0,0,0,0,0,39.1,LOW
EST-0311,Shree Industries Ltd.,Maharashtra,Thane,Electronics & Precision Fabrication,False,74,0.358,0.684,0,0,0,0,0,0,0,0,0,26.7,LOW
EST-0312,Navkar Engineering Works,Tamil Nadu,Sriperumbudur,Automobile & Auto Components,False,37,0.288,0.109,0,2,0,0,0,0,0,0,0,47.5,MEDIUM
EST-0313,Zenith Enterprises Pvt Ltd,Uttar Pradesh,Noida,Food Processing & Agro Industries,True,135,0.757,0.057,0,1,0,0,0,0,0,0,0,38.8,LOW
EST-0314,Shakti Fabrics & Garments,Gujarat,Vadodara,Construction & Infrastructure,True,25,0.61,0.15,0,0,0,0,0,0,0,0,0,61.5,MEDIUM
EST-0315,Bharat Processing Co.,Uttar Pradesh,Noida,Automobile & Auto Components,False,73,0.252,0.121,1,0,0,2,0,0,0,0,0,53.0,MEDIUM
EST-0316,Premier Industries Ltd.,Tamil Nadu,Coimbatore,Automobile & Auto Components,True,37,0.591,0.079,0,1,0,0,0,0,0,0,0,39.7,LOW
EST-0317,Bharat Processing Co.,Uttar Pradesh,Noida,Electronics & Precision Fabrication,True,86,0.127,0.717,1,0,0,0,0,0,0,0,0,34.7,LOW
EST-0318,Surya Manufacturing Corp,Gujarat,Vadodara,Chemical & Hazardous Processing,True,72,0.582,0.218,0,0,0,0,0,0,0,0,0,61.5,MEDIUM
EST-0319,Pinnacle Fabrics & Garments,Karnataka,Peenya,Food Processing & Agro Industries,False,70,0.261,0.27,0,1,0,0,0,0,0,0,0,32.9,LOW
EST-0320,Tata Synthetics Ltd,Gujarat,Surat,Construction & Infrastructure,False,47,0.65,0.056,0,0,1,0,0,1,0,0,0,82.5,HIGH
EST-0321,Shakti Enterprises Pvt Ltd,Uttar Pradesh,Noida,"Textile, Garments & Apparel",False,41,0.594,0.722,0,0,0,0,0,0,0,0,0,45.1,MEDIUM
EST-0322,Tata Enterprises Pvt Ltd,Karnataka,Peenya,Construction & Infrastructure,True,593,0.335,0.162,0,1,0,0,0,0,0,0,0,76.6,HIGH
EST-0323,Apex Engineering Works,Uttar Pradesh,Noida,Electronics & Precision Fabrication,False,48,0.236,0.727,0,0,0,0,0,0,0,0,0,24.7,LOW
EST-0324,Shakti Processing Co.,Karnataka,Peenya,Chemical & Hazardous Processing,True,75,0.419,0.244,0,0,0,0,0,0,0,0,0,56.3,MEDIUM
EST-0325,Tata Synthetics Ltd,Tamil Nadu,Sriperumbudur,Chemical & Hazardous Processing,True,19,0.34,0.213,2,0,0,0,0,0,0,0,0,80.9,HIGH
EST-0326,Kalyan Engineering Works,Tamil Nadu,Coimbatore,Electronics & Precision Fabrication,False,16,0.321,0.561,0,0,0,0,0,0,0,0,0,24.0,LOW
EST-0327,Surya Fabrics & Garments,Karnataka,Peenya,Electronics & Precision Fabrication,False,54,0.333,0.408,0,0,2,0,0,0,0,0,0,35.9,LOW
